0.0001	0.0001	0	0	0	0	0	0	0	0
7.85398e-05	-7.85398e-05	1.0635e-13	-1.0635e-13	0	0	0	0	0	0
1.55945	-0.138501	2.11141e-09	-1.8733e-10	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
1.85324	-0.200031	2.29825	-0.186396	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.89093	-0.134166	-2.29825	0.186396	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
8.28305e+08	1.02129e+10	-1.2635	14.3344	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.86352	0.416817	0.1419	-28.1636	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
6.81817e+10	3.43528e+08	90.392	-1.98306	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.07733	0.593211	-182.716	1.5179	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
6.80191e+09	8.18775e+11	6.67176	1107.56	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.5756	1.66699	-15.8822	-2216.25	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
5.57213e+12	-3.99312e+10	7543.92	-56.5625	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.5918	2.31192	-15089.1	110.633	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
4.88407e+11	6.66129e+13	658.793	90198.2	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
16.6455	2.90625	-1320.14	-180398	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
4.66603e+14	-3.41457e+12	631821	-4626.35	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
19	3.70508	-1.26364e+06	9249.98	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
4.01255e+13	5.48155e+15	54330.9	7.4225e+06	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.3281	4	-108664	-1.4845e+07	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
3.93414e+16	-2.87977e+14	5.32718e+07	-389949	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
32	5.625	-1.06543e+08	779895	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
3.33779e+15	4.55984e+17	4.51965e+06	6.17443e+08	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
26	256	-9.03914e+06	-1.23486e+09	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647
3.34133e+18	-2.44584e+16	4.52445e+09	-3.31188e+07	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
0	16	-9.0262e+09	6.60715e+07	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
2.75137e+17	3.75871e+19	3.72559e+08	5.08962e+10	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
0	0	-6.57957e+08	-8.98851e+10	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358
-9.71808e+17	-1.32761e+20	-6.57957e+08	-8.98851e+10	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
-256	-32768	3.64457e+08	4.97894e+10	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459
-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459
-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938
-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938
-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	45.3572	16.5524	45.4265	16.3307	2.64546	1.29701
-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	45.649	16.5213	45.4265	16.3307	2.64546	1.29701
-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832
-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832
-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454
-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454
-nan(ind)	-nan(ind)	-nan(ind)	-nan(ind)	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716
